"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 02월 09일","90.429","90.880","90.895","90.405","22.45K","-0.54%"
"2021년 02월 08일","90.919","91.000","91.225","90.880","29.23K","-0.12%"
"2021년 02월 05일","91.032","91.500","91.605","90.960","26.22K","-0.53%"
"2021년 02월 04일","91.520","91.110","91.585","91.085","19.39K","0.41%"
"2021년 02월 03일","91.148","91.035","91.305","90.980","21.00K","-0.04%"
"2021년 02월 02일","91.189","90.995","91.285","90.795","31.19K","0.24%"
"2021년 02월 01일","90.975","90.545","91.050","90.490","26.46K","0.45%"
"2021년 01월 29일","90.569","90.625","90.760","90.335","29.38K","0.16%"
"2021년 01월 28일","90.427","90.755","90.855","90.375","33.31K","-0.23%"
"2021년 01월 27일","90.640","90.165","90.880","90.130","47.30K","0.55%"
"2021년 01월 26일","90.148","90.385","90.595","90.090","26.46K","-0.25%"
"2021년 01월 25일","90.373","90.195","90.510","90.075","18.84K","0.18%"
"2021년 01월 22일","90.212","90.075","90.300","90.050","22.63K","0.09%"
"2021년 01월 21일","90.127","90.400","90.405","90.030","22.29K","-0.38%"
"2021년 01월 20일","90.469","90.388","90.690","90.248","-","-0.01%"
"2021년 01월 19일","90.476","90.700","90.745","90.380","29.11K","-0.31%"
"2021년 01월 18일","90.754","90.770","90.940","90.685","16.27K","0.00%"
"2021년 01월 15일","90.754","90.200","90.790","90.195","29.42K","0.60%"
"2021년 01월 14일","90.215","90.290","90.570","90.040","23.81K","-0.13%"
"2021년 01월 13일","90.334","89.980","90.435","89.890","26.61K","0.30%"
"2021년 01월 12일","90.064","90.485","90.600","89.995","23.64K","-0.42%"
"2021년 01월 11일","90.442","90.090","90.720","90.055","30.54K","0.42%"
"2021년 01월 08일","90.068","89.840","90.230","89.625","38.41K","0.31%"
"2021년 01월 07일","89.791","89.330","89.970","89.325","23.33K","0.32%"
"2021년 01월 06일","89.502","89.390","89.795","89.165","40.29K","0.10%"
"2021년 01월 05일","89.409","89.845","89.845","89.390","19.18K","-0.49%"
"2021년 01월 04일","89.845","89.870","89.925","89.390","28.26K","-0.05%"
"2020년 12월 31일","89.894","89.520","89.965","89.475","13.09K","0.27%"
"2020년 12월 30일","89.649","89.868","89.900","89.515","-","-0.30%"
"2020년 12월 29일","89.918","90.160","90.165","89.785","17.25K","-0.40%"
"2020년 12월 28일","90.275","90.260","90.320","89.895","18.46K","0.03%"
"2020년 12월 24일","90.250","90.185","90.310","90.075","10.83K","-0.10%"
"2020년 12월 23일","90.340","90.535","90.580","90.050","27.55K","-0.23%"
"2020년 12월 22일","90.546","90.100","90.620","89.950","21.87K","0.66%"
"2020년 12월 21일","89.949","90.045","90.950","89.925","39.25K","-0.00%"
