"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 07월 05일","96.890","96.315","97.040","96.315","24.52K","0.58%"
"2019년 07월 04일","96.331","96.290","96.390","96.235","3.03K","0.00%"
"2019년 07월 03일","96.331","96.270","96.435","96.120","9.44K","0.06%"
"2019년 07월 02일","96.274","96.370","96.455","96.150","12.48K","-0.14%"
"2019년 07월 01일","96.409","95.775","96.425","95.775","21.29K","0.78%"
"2019년 06월 28일","95.666","95.740","95.845","95.560","14.56K","-0.08%"
"2019년 06월 27일","95.742","95.705","95.920","95.670","10.59K","0.01%"
"2019년 06월 26일","95.728","95.680","95.850","95.565","13.27K","0.08%"
"2019년 06월 25일","95.648","95.500","95.875","95.365","24.24K","0.17%"
"2019년 06월 24일","95.487","95.670","95.715","95.465","22.61K","-0.24%"
"2019년 06월 21일","95.718","96.140","96.235","95.645","30.65K","-0.44%"
"2019년 06월 20일","96.138","96.695","96.705","96.045","25.96K","-0.46%"
"2019년 06월 19일","96.582","97.165","97.205","96.515","29.41K","-0.59%"
"2019년 06월 18일","97.153","97.020","97.265","96.885","23.57K","-0.25%"
"2019년 06월 17일","97.396","97.515","97.600","97.335","2.27K","-0.18%"
"2019년 06월 14일","97.570","97.015","97.580","96.940","20.79K","0.59%"
"2019년 06월 13일","96.999","96.940","97.075","96.860","23.62K","0.03%"
"2019년 06월 12일","96.970","96.670","96.990","96.545","24.48K","0.34%"
"2019년 06월 11일","96.645","96.700","96.860","96.605","19.95K","-0.07%"
"2019년 06월 10일","96.711","96.580","96.895","96.575","24.30K","0.23%"
"2019년 06월 07일","96.490","96.965","97.130","96.405","29.82K","-0.52%"
"2019년 06월 06일","96.997","97.265","97.390","96.720","27.67K","-0.26%"
"2019년 06월 05일","97.251","97.055","97.305","96.655","25.32K","0.26%"
"2019년 06월 04일","96.999","97.135","97.275","96.900","25.60K","-0.06%"
"2019년 06월 03일","97.060","97.700","97.720","97.015","29.61K","-0.62%"
"2019년 05월 31일","97.666","98.085","98.085","97.630","19.07K","-0.39%"
"2019년 05월 30일","98.053","98.040","98.195","98.000","7.34K","0.02%"
"2019년 05월 29일","98.035","97.795","98.100","97.750","12.41K","0.20%"
"2019년 05월 28일","97.842","97.605","97.865","97.570","13.14K","0.37%"
"2019년 05월 27일","97.477","97.430","97.665","97.420","2.94K","0.00%"
"2019년 05월 24일","97.477","97.720","97.775","97.410","9.77K","-0.25%"
"2019년 05월 23일","97.723","97.950","98.260","97.665","19.35K","-0.16%"
"2019년 05월 22일","97.881","97.870","97.970","97.730","7.57K","-0.02%"
"2019년 05월 21일","97.896","97.790","97.975","97.635","14.85K","0.14%"
"2019년 05월 20일","97.764","97.845","97.875","97.720","7.31K","-0.06%"
"2019년 05월 17일","97.824","97.665","97.860","97.590","8.63K","0.15%"
"2019년 05월 16일","97.678","97.355","97.715","97.265","12.12K","0.31%"
"2019년 05월 15일","97.376","97.345","97.515","97.240","13.64K","0.06%"
"2019년 05월 14일","97.322","97.115","97.360","97.075","9.00K","0.21%"
"2019년 05월 13일","97.120","97.110","97.195","96.810","17.10K","-0.01%"
"2019년 05월 10일","97.125","97.245","97.245","96.905","14.29K","-0.04%"
"2019년 05월 09일","97.164","97.370","97.490","97.010","17.59K","-0.23%"
"2019년 05월 08일","97.388","97.345","97.440","97.180","13.54K","-0.01%"
"2019년 05월 07일","97.399","97.285","97.510","97.135","17.16K","0.13%"
"2019년 05월 06일","97.268","97.335","97.465","97.225","9.24K","0.01%"
"2019년 05월 03일","97.260","97.575","97.865","97.185","12.96K","-0.33%"
"2019년 05월 02일","97.586","97.355","97.595","97.255","14.40K","0.18%"
"2019년 05월 01일","97.410","97.230","97.460","96.870","18.04K","0.22%"
"2019년 04월 30일","97.201","97.575","97.625","97.170","16.35K","-0.39%"
"2019년 04월 29일","97.581","97.750","97.840","97.545","8.42K","-0.15%"
"2019년 04월 26일","97.726","97.880","98.085","97.560","14.69K","-0.20%"
"2019년 04월 25일","97.919","97.800","98.055","97.715","16.65K","0.07%"
"2019년 04월 24일","97.855","97.265","97.880","97.265","20.00K","0.55%"
"2019년 04월 23일","97.320","96.970","97.460","96.955","12.19K","0.38%"
"2019년 04월 22일","96.955","97.085","97.100","96.920","6.23K","-0.20%"
"2019년 04월 18일","97.151","96.695","97.290","96.620","16.76K","0.51%"
"2019년 04월 17일","96.658","96.730","96.785","96.460","10.50K","0.01%"
"2019년 04월 16일","96.652","96.545","96.730","96.500","14.63K","0.10%"
"2019년 04월 15일","96.556","96.580","96.580","96.405","9.89K","-0.04%"
"2019년 04월 12일","96.598","96.800","96.815","96.365","16.01K","-0.22%"
"2019년 04월 11일","96.809","96.525","96.860","96.500","10.06K","0.26%"
"2019년 04월 10일","96.558","96.600","96.840","96.405","13.60K","-0.05%"
"2019년 04월 09일","96.611","96.675","96.700","96.460","9.46K","-0.04%"
"2019년 04월 08일","96.650","97.000","97.020","96.575","12.36K","-0.36%"
"2019년 04월 05일","97.002","96.920","97.075","96.700","10.23K","0.08%"
"2019년 04월 04일","96.925","96.620","96.945","96.605","16.28K","0.27%"
"2019년 04월 03일","96.662","96.885","96.890","96.525","12.58K","-0.27%"
"2019년 04월 02일","96.923","96.895","97.095","96.825","14.00K","0.13%"
"2019년 04월 01일","96.799","96.795","96.870","96.580","14.05K","-0.05%"
"2019년 03월 29일","96.845","96.765","96.910","96.565","15.90K","0.08%"
"2019년 03월 28일","96.764","96.485","96.855","96.360","20.79K","0.50%"
"2019년 03월 27일","96.283","96.250","96.490","96.190","11.34K","0.06%"
"2019년 03월 26일","96.225","95.990","96.335","95.940","10.86K","0.16%"
"2019년 03월 25일","96.068","96.145","96.190","95.895","11.69K","-0.09%"
"2019년 03월 22일","96.151","95.840","96.290","95.695","20.72K","0.17%"
"2019년 03월 21일","95.987","95.380","96.125","95.295","28.79K","0.83%"
"2019년 03월 20일","95.201","95.840","96.030","95.170","25.78K","-0.66%"
"2019년 03월 19일","95.831","95.970","95.975","95.730","9.63K","-0.71%"
"2019년 03월 18일","96.516","96.540","96.540","96.390","0.03K","-0.08%"
"2019년 03월 15일","96.590","96.720","96.775","96.475","6.94K","-0.18%"
"2019년 03월 14일","96.769","96.480","96.805","96.475","17.75K","0.27%"
"2019년 03월 13일","96.512","96.975","96.985","96.345","31.34K","-0.40%"
"2019년 03월 12일","96.899","97.000","97.245","96.800","26.30K","-0.28%"
"2019년 03월 11일","97.174","97.350","97.410","97.115","17.09K","-0.10%"
"2019년 03월 08일","97.269","97.550","97.595","97.180","25.41K","-0.37%"
"2019년 03월 07일","97.628","96.785","97.665","96.765","27.95K","0.86%"
"2019년 03월 06일","96.799","96.830","96.940","96.705","14.73K","0.00%"
"2019년 03월 05일","96.795","96.615","96.950","96.585","14.58K","0.19%"
"2019년 03월 04일","96.610","96.295","96.745","96.255","16.21K","0.17%"
"2019년 03월 01일","96.450","96.165","96.475","95.960","30.25K","0.42%"
"2019년 02월 28일","96.043","96.005","96.195","95.715","22.31K","0.01%"
"2019년 02월 27일","96.038","95.915","96.070","95.755","14.21K","0.18%"
"2019년 02월 26일","95.865","96.255","96.345","95.810","19.18K","-0.42%"
"2019년 02월 25일","96.271","96.380","96.470","96.180","13.01K","-0.10%"
"2019년 02월 22일","96.367","96.465","96.650","96.280","13.03K","-0.10%"
"2019년 02월 21일","96.463","96.355","96.540","96.210","18.04K","0.18%"
"2019년 02월 20일","96.294","96.335","96.495","96.120","19.01K","-0.06%"
"2019년 02월 19일","96.349","96.665","96.930","96.250","21.43K","-0.40%"
"2019년 02월 18일","96.740","96.770","96.770","96.485","6.77K","0.00%"
"2019년 02월 15일","96.740","96.870","97.230","96.660","18.43K","-0.07%"
"2019년 02월 14일","96.805","97.000","97.120","96.770","24.00K","-0.14%"
"2019년 02월 13일","96.938","96.530","96.995","96.440","18.22K","0.45%"
"2019년 02월 12일","96.503","96.870","97.000","96.445","18.52K","-0.37%"
"2019년 02월 11일","96.857","96.430","96.915","96.410","17.68K","0.46%"
"2019년 02월 08일","96.416","96.335","96.490","96.235","12.45K","0.13%"
"2019년 02월 07일","96.289","96.155","96.455","96.155","15.63K","0.14%"
"2019년 02월 06일","96.152","95.820","96.185","95.785","13.76K","0.35%"
"2019년 02월 05일","95.817","95.585","95.865","95.540","18.45K","0.26%"
"2019년 02월 04일","95.570","95.310","95.655","95.305","11.86K","0.28%"
"2019년 02월 01일","95.300","95.290","95.400","95.110","15.82K","-0.00%"
"2019년 01월 31일","95.304","95.075","95.345","94.875","23.62K","0.29%"
"2019년 01월 30일","95.031","95.485","95.690","94.945","22.68K","-0.51%"
"2019년 01월 29일","95.516","95.435","95.560","95.305","14.84K","0.10%"
"2019년 01월 28일","95.424","95.450","95.595","95.315","11.82K","-0.04%"
"2019년 01월 25일","95.465","96.200","96.235","95.400","30.60K","-0.86%"
"2019년 01월 24일","96.297","95.740","96.375","95.715","33.92K","0.55%"
"2019년 01월 23일","95.772","95.960","96.045","95.705","15.63K","-0.19%"
"2019년 01월 22일","95.959","96.005","96.150","95.870","10.68K","-0.04%"
"2019년 01월 21일","95.993","96.000","96.100","95.860","4.88K","0.00%"
"2019년 01월 18일","95.993","95.720","96.050","95.665","15.84K","0.29%"
"2019년 01월 17일","95.713","95.710","95.925","95.625","17.60K","0.04%"
"2019년 01월 16일","95.677","95.550","95.795","95.480","14.45K","0.00%"
"2019년 01월 15일","95.675","95.155","95.895","95.070","28.67K","0.49%"
"2019년 01월 14일","95.207","95.225","95.325","95.080","16.31K","-0.06%"
"2019년 01월 11일","95.266","95.070","95.365","94.780","21.03K","0.15%"
"2019년 01월 10일","95.120","94.730","95.215","94.635","22.32K","0.35%"
"2019년 01월 09일","94.790","95.395","95.515","94.635","29.00K","-0.72%"
